産業別就業者数,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2015.03.26
常住地による15歳以上就業者数,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2015.03.26
従業地による15歳以上就業者数,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2015.03.26
地区別人口,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2020.04.01
行政区別住民基本台帳人口,越前市の行政区別住民基本台帳人口の情報です。, ,,市民課「越前市の地区別人口・世帯数」,2020.04.01
財政規模の推移,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
一般会計歳入内訳,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
一般会計歳出内訳,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
財政指標の状況,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
公有財産,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
職員数（一般職）,越前市統計年鑑の情報です。,,,情報政策課「越前市統計年鑑」,2018.03.30
選挙,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
選挙人名簿登録者数,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
議会活動の状況（本会議）,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
議会活動の状況（付議）,越前市統計年鑑の情報です。,,,情報政策課「越前市統計年鑑」,2016.03.25
工業の推移　越前市,越前市統計年鑑の情報です。,,,情報政策課「越前市統計年鑑」,2016.11.22
地区別人口（住民基本台帳登録人口）,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
耕地面積,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
新設住宅着工戸数,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
共同住宅の供給状況,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
北陸自動車道利用状況,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.03.30
ＪＲ旅客輸送状況,越前市統計年鑑の情報です。,,,情報政策課「越前市統計年鑑」,2018.03.30
市民バス利用状況,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2016.12.5
公害苦情受付件数,越前市統計年鑑の情報です。, , ,情報政策課「越前市統計年鑑」,2018.11.16
介護保険　要介護認定者数の推移,越前市統計年鑑の情報です。, , ,情報政策課「越前市統計年鑑」,2018.11.16
一人暮らし高齢者,越前市統計年鑑の情報です。, , ,情報政策課「越前市統計年鑑」,2018.11.16
菊花マラソン参加者数,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
選挙人名簿登録者数,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
武生中央図書館利用状況,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
今立図書館利用状況,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
火災発生状況,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
救急出動状況,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
自主防災組織の状況,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
交通事故（人身）発生状況,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2016.12.7
外国人住民数,越前市統計年鑑の情報です。, ,,情報政策課「越前市統計年鑑」,2018.11.16
たけふ菊人形入場者数　（有料入場者のみ）,越前市統計年鑑の情報です。,,,情報政策課「越前市統計年鑑」,2017.06.29
"
        福井県市町別インターネット回答世帯数及び回答率
      ","
        平成２７年国勢調査の福井県市町別インターネット

        回答世帯数及び回答率の情報です。
      ",,,平成２７年国勢調査,2016.12.12
越前市公開型ＧＩＳレイヤのShapeファイル,越前市公開型ＧＩＳ（越前市ぐるぐるマップ） のレイヤ情報のうち、Shapeファイルで公開しているレイヤ一覧です。,,,情報政策課「越前市の公開型ＧＩＳのShapefileとkmlfileについて」,2018.03.30
越前市公開型ＧＩＳレイヤのkmlファイル,越前市公開型ＧＩＳ（越前市ぐるぐるマップ） のレイヤ情報のうち、kmlファイルで公開しているレイヤ一覧です。,,,情報政策課「越前市の公開型ＧＩＳのShapefileとkmlfileについて」,"
        2018.03.30
      "
越前市のネット予約可能施設,越前市のインターネットで予約可能な施設の情報です。,,,情報政策課「電子申請・施設予約サービス」,2018.07.27
越前市のフリースポット,越前市が管理するフリースポットの情報です。,,,情報政策課「越前市公衆無線LAN「フリースポット」」,2018.01.19
越前市の広報,越前市の広報誌の情報です。,,,越前市広報紙 ,2016.12.27
